,Project Reference,Academic Year,Mobility Start Month,Mobility End Month,Mobility Duration,Activity (mob),Field of Education,Participant Nationality,Education Level,Participant Gender,Participant Profile,Special Needs,Fewer Opportunities,GroupLeader,Participant Age,Sending Country Code,Sending City,Sending Organization,Sending Organisation Erasmus Code,Receiving Country Code,Receiving City,Receiving Organization,Receiving Organisation Erasmus Code,Participants
1995,2016-1-IT02-KA103-023346,2017-2018,2017-01,2017-06,164,Student mobility for studies between Programme Countries,"Languages, not further defined",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,IT,CHIETI,UNIVERSITA DEGLI STUDI GABRIELE D'ANNUNZIO DI CHIETI-PESCARA,I  CHIETI01,UK,LONDON,UNIVERSITY COLLEGE LONDON,UK LONDON029,1
1996,2014-1-HU01-KA103-002141,2014-2015,2014-09,2014-12,103,Student mobility for studies between Programme Countries,Philosophy and ethics,HU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,HU,Budapest,EOTVOS LORAND TUDOMANYEGYETEM,HU BUDAPES01,IE,Dublin,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",IRLDUBLIN02,1
1997,2018-1-UK01-KA103-046773,2018-2019,2018-08,2019-04,238,Student mobility for studies between Programme Countries,Music and performing arts,UK,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,UK,BIRMINGHAM,THE UNIVERSITY OF BIRMINGHAM,UK BIRMING02,FR,Lyon,UNIVERSITE JEAN MOULIN LYON III,F  LYON03,1
1998,2018-1-ES01-KA103-047016,2018-2019,2018-09,2019-07,299,Student mobility for studies between Programme Countries,Management and administration,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,19.0,ES,CORDOBA,UNIVERSIDAD DE CORDOBA,E  CORDOBA01,IT,ROMA,UNIVERSITA DEGLI STUDI DI ROMA TORVERGATA,I  ROMA02,1
1999,2018-1-RO01-KA103-047906,2019-2020,2019-05,2019-05,5,Staff mobility for training between Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Female,Staff,No,No,No,19.0,RO,IASI,UNIVERSITATEA ALEXANDRU IOAN CUZA DIN IASI,RO IASI02,ES,SEVILLA,UNIVERSIDAD DE SEVILLA,E  SEVILLA01,1
2000,2015-1-FR01-KA102-014254,2016-2017,2016-11,2017-05,180,VET learners traineeships in companies abroad,"Business and administration, not further defined",FR,??? - ? Unknown ?,Male,Learner,No,No,No,27.0,FR,Montmagny,Pôle emploi Direction Générale,-,IE,CORK,Partnership international,-,1
2001,2015-2-ES02-KA105-006297,2015-2016,2015-10,2015-10,7,Youth Exchanges - Programme Countries,? Unknown ?,RO,??? - ? Unknown ?,Male,Learner,No,Yes,No,24.0,RO,Constanta,Asociatia Initiative Sociale,-,ES,ALJARAQUE,ASOCIACION SCOUT NUEVA AMISTAD,-,1
2002,2018-1-DE01-KA103-004010,2018-2019,2018-09,2019-08,356,Student mobility for studies between Programme Countries,Biology,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23.0,DE,Mainz,JOHANNES GUTENBERG-UNIVERSITAT MAINZ,D  MAINZ01,ES,Valencia,UNIVERSITAT DE VALENCIA,-,1
2003,2019-1-IT02-KA103-061450,2019-2020,2019-10,2020-03,157,Student mobility for studies between Programme Countries,"Social sciences, journalism and information, inter-disciplinary programmes",IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,IT,BOLZANO,LIBERA UNIVERSITA DI BOLZANO,I  BOLZANO01,DE,Dresden,TECHNISCHE UNIVERSITAET DRESDEN,D  DRESDEN02,1
2004,2016-3-LU02-KA105-000291,2017-2018,2017-05,2017-05,7,Mobility of youth workers - Partner Countries,? Unknown ?,FR,??? - ? Unknown ?,Female,Staff,No,No,No,37.0,FR,Benfeld,Socio-educational laboratory of inclusion projects,-,RU,Rostov Velikiy,Academy of innovation,-,1
2005,2018-1-DE01-KA103-003646,2018-2019,2018-09,2019-01,136,Student mobility for studies between Programme Countries,Medicine,RU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,DE,TÜBINGEN,EBERHARD KARLS UNIVERSITAET TUEBINGEN,D  TUBINGE01,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,1
2006,2017-1-UK01-KA102-035506,2018-2019,2018-06,2018-07,30,VET learners traineeships in companies abroad,Sports,UK,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,19.0,UK,Hastings,East Sussex College Group,-,ES,Lebrija,Third Sector International S. L.,-,1
2007,2016-1-CZ01-KA102-022861,2016-2017,2016-10,2016-10,14,Staff training abroad,"Education, not elsewhere classified",CZ,??? - ? Unknown ?,Male,Staff,No,No,No,51.0,CZ,Opava,"Masarykova strední skola zemedelská a Vyssí odborná skola, Opava, príspevková organizace",-,EL,Preveza,Eleni Andronikidu,-,1
2008,2015-1-FR01-KA103-013172,2016-2017,2016-05,2016-07,60,Student mobility for traineeships between Programme Countries,"Travel, tourism and leisure",FR,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,Learner,No,No,No,18.0,FR,PRIVAS,LYCEE VINCENT D INDY,F  PRIVAS02,UK,Rotherham,National Trust,-,1
2009,2015-1-FI01-KA103-008804,2015-2016,2015-09,2015-12,95,Student mobility for studies between Programme Countries,Economics,FI,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23.0,FI,Espoo,AALTO KORKEAKOULUSAATIO SR,SF ESPOO12,CZ,Praha,VYSOKA SKOLA EKONOMICKA V PRAZE,CZ PRAHA09,1
2010,2015-1-DE01-KA103-001740,2015-2016,2015-08,2016-01,135,Student mobility for studies between Programme Countries,"Education, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23.0,DE,Mannheim,UNIVERSITAET MANNHEIM,D  MANNHEI01,PT,Lisboa,UNIVERSIDADE NOVA DE LISBOA,P  LISBOA03,1
2011,2018-1-PL01-KA103-047625,2019-2020,2019-01,2019-05,134,Student mobility for studies between Programme Countries,"Finance, banking and insurance",UA,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,PL,WARSZAWA,SZKOLA GLOWNA HANDLOWA W WARSZAWIE,PL WARSZAW03,FR,Nantes,AUDENCIA,F  NANTES12,1
2012,2015-1-HU01-KA102-013221,2015-2016,2015-10,2015-11,28,VET learners traineeships in companies abroad,"Hotel, restaurants and catering",HU,??? - ? Unknown ?,Female,Learner,No,No,No,18.0,HU,Budapest,Pesti Barnabas Elelmiszeripari Szakkepzo Iskola,-,DE,Schönstedt OT Alterstedt,FV-Fleischwaren-Vertriebs-GmbH,-,1
2013,2017-1-DE01-KA103-003281,2017-2018,2017-09,2017-12,111,Student mobility for traineeships between Programme Countries,"Education, not further defined",DE,ISCED-9 - Not elsewhere classified,Female,Learner,No,No,No,26.0,DE,Heidelberg,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,D  HEIDELB01,FR,MONTPELLIER,Maison de Heidelberg,-,1
2014,2017-1-EL01-KA104-035526,2017-2018,2017-10,2017-10,3,Structured Courses/Training Events,Teacher training with subject specialization,EL,??? - ? Unknown ?,Female,Staff,No,No,No,34.0,EL,IRAKLEIO,EUROPEAN PROGRESS OMORRYTHMOS ETAIRIA,-,NL,Gouda,In Dialogue Netherlands,-,1
2015,2014-1-FR01-KA102-001912,2016-2017,2016-03,2016-04,29,VET learners traineeships in vocational institutes abroad,Electricity and energy,FR,??? - ? Unknown ?,Male,Learner,No,No,No,17.0,FR,CHALON SUR SAONE,LYCEE JULIEN DE BALLEURE,-,DE,MAINZ,ELECTRO HEYN UND MANZ Gmbh,-,1
2016,2017-1-TR01-KA105-042860,2017-2018,2017-11,2017-11,7,Youth Exchanges - Partner Countries,? Unknown ?,TR,??? - ? Unknown ?,Male,Learner,No,Yes,No,23.0,TR,EDİRNE,EDIRNE GENCLIK VE EGITIM DERNEGI,-,TR,EDİRNE,EDIRNE GENCLIK VE EGITIM DERNEGI,-,1
2017,2019-1-NL01-KA101-060201,2019-2020,2019-10,2019-10,5,Job Shadowing,Teacher training with subject specialization,NL,??? - ? Unknown ?,Female,Staff,No,No,No,59.0,NL,Amsterdam,De Blauwe Lijn,-,ES,Quart de Poblet,Colegio san enriques,-,1
2018,2019-1-ES01-KA103-061447,2019-2020,2019-09,2020-06,292,Student mobility for studies between Programme Countries,Economics,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,ES,VIGO PONTEVEDRA,UNIVERSIDAD DE VIGO,E  VIGO01,IT,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,-,1
2019,2014-1-PL01-KA103-000289,2015-2016,2015-02,2015-07,140,Student mobility for studies between Programme Countries,Chemical engineering and processes,PL,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23.0,PL,POZNAN,POLITECHNIKA POZNANSKA,PL POZNAN02,PT,Lisboa,Instituto Politecnico de Lisboa,P  LISBOA05,1
2020,2016-1-ES01-KA103-023762,2017-2018,2017-03,2017-06,92,Student mobility for traineeships between Programme Countries,Management and administration,ES,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,Learner,No,No,No,20.0,ES,San Sebastián,"CENTRO DE ESTUDIOS AEG-ARROKA, S.L.",E  SAN-SEB34,UK,Paignton,Geltec Limited,-,1
2021,2018-1-TR01-KA103-053487,2019-2020,2019-03,2019-06,115,Student mobility for studies between Programme Countries,Environmental protection technology,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,TR,ISTANBUL,MARMARA UNIVERSITY,TR ISTANBU05,AT,Innsbruck,MCI MANAGEMENT CENTER INNSBRUCK INTERNATIONALE HOCHSCHULE GMBH,A  INNSBRU08,1
2022,2015-1-LT01-KA103-013344,2016-2017,2016-05,2016-06,8,Staff mobility for training between Programme Countries,? Unknown ?,LT,??? - ? Unknown ?,Male,Staff,No,No,No,20.0,LT,VILNIUS,VILNIAUS UNIVERSITETAS,LT VILNIUS01,IS,Reykjavik,Icelandic Linguistics Society,-,1
2023,2019-1-CZ01-KA105-060786,2019-2020,2019-10,2019-10,7,Mobility of youth workers - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Staff,No,No,No,29.0,IT,Pompei,Mad Med,-,CZ,Kolin,Centrum financni gramotnosti,-,1
2024,2017-1-IT02-KA103-035327,2017-2018,2017-09,2018-02,150,Student mobility for studies between Programme Countries,Political sciences and civics,IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,22.0,IT,PALERMO,UNIVERSITA DEGLI STUDI DI PALERMO,I  PALERMO01,ES,GRANADA,UNIVERSIDAD DE GRANADA,E  GRANADA01,1
2025,2018-1-PT01-KA103-046735,2019-2020,2019-03,2019-07,129,Student mobility for studies between Programme Countries,Mechanics and metal trades,PT,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,25.0,PT,AVEIRO,UNIVERSIDADE DE AVEIRO,P  AVEIRO01,HR,SPLIT,SVEUCILISTE U SPLITU,HR SPLIT01,1
2026,2015-1-FR02-KA105-009413,2015-2016,2015-06,2015-06,6,Mobility of youth workers - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Staff,No,No,No,26.0,IT,BOLOGNA,YouNet,-,FR,COGNAC,ASSOCIATION ADIF,-,1
2027,2014-1-BE02-KA103-000037,2015-2016,2015-04,2015-04,4,Staff mobility for teaching between Programme Countries,Education,BE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Staff,No,No,No,26.0,BE,HEVERLEE,UC Leuven,B  LEUVEN18,NO,Oslo,NORGES IDRETTSHOGSKOLE,N  OSLO04,1
2028,2017-1-SE01-KA103-034223,2017-2018,2017-09,2018-06,270,Student mobility for studies between Programme Countries,"Languages, not further defined",SI,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,19.0,SE,GOETEBORG,GOETEBORGS UNIVERSITET,S  GOTEBOR01,UK,"FALMER, BRIGHTON",THE UNIVERSITY OF SUSSEX,UK BRIGHTO01,1
2029,2018-1-SK01-KA101-046135,2019-2020,2019-06,2019-07,7,Structured Courses/Training Events,Teacher training with subject specialization,SK,??? - ? Unknown ?,Female,Staff,No,No,No,41.0,SK,Levice,Gymnázium Andreja Vrábla Levice,-,CZ,Trutnov,EDUTIME s.r.o.,-,1
2030,2016-1-FR01-KA103-023009,2017-2018,2017-02,2017-06,147,Student mobility for studies between Programme Countries,Literature and linguistics,FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,FR,Tours,UNIVERSITE FRANCOIS RABELAIS DE TOURS,F  TOURS01,ES,Barcelona,UNIVERSITAT AUTONOMA DE BARCELONA,E  BARCELO02,1
2031,2014-1-TR01-KA103-000834,2015-2016,2015-01,2015-04,102,Student mobility for studies between Programme Countries,Business and administration,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,TR,KONYA,SELCUK UNIVERSITESI,TR KONYA01,LV,RIGA,SIA BIZNESA AUGSTSKOLA TURIBA,LV RIGA09,1
2032,2017-1-IT02-KA103-035838,2018-2019,2018-05,2018-05,4,Staff mobility for training between Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Staff,No,No,No,20.0,IT,CATANIA,UNIVERSITA DEGLI STUDI DI CATANIA,I  CATANIA01,LT,KLAIPEDA,KLAIPEDOS UNIVERSITETAS,LT KLAIPED01,1
2033,2016-1-DE01-KA107-002620,2017-2018,2017-01,2017-08,224,Student mobility for Studies To/From Partner Countries,"Languages, not further defined",DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,39.0,DE,KOELN,UNIVERSITAET ZU KOELN,D  KOLN01,JO,Amman,UNIVERSITY OF JORDAN,-,1
2034,2015-1-AT01-KA103-004537,2015-2016,2015-11,2016-09,329,Student mobility for studies between Programme Countries,Medicine,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23.0,AT,Graz,MEDIZINISCHE UNIVERSITAT GRAZ,A  GRAZ23,DE,GREIFSWALD,ERNST-MORITZ-ARNDT-UNIVERSITÄT GREIFSWALD,D  GREIFS01,1
2035,2018-1-TR01-KA105-050818,2019-2020,2019-01,2019-01,7,Youth Exchanges - Programme Countries,? Unknown ?,PL,??? - ? Unknown ?,Male,Learner,No,No,Yes,24.0,PL,Ksi??enice,"Synergy 3.0 - The European Foundation for Culture, Science and Arts",-,TR,D�zce,Health Hunters,-,1
2036,2017-1-FR01-KA102-036071,2018-2019,2018-03,2018-04,26,VET learners traineeships in companies abroad,Architecture and construction,FR,ISCED-3 - Upper secondary education,Male,Learner,No,No,No,19.0,FR,Amiens,Lycée des métiers de l'Acheuléen,-,IT,Brescia,Tempo Libero,-,1
2037,2017-1-IT02-KA103-035644,2017-2018,2017-08,2018-02,157,Student mobility for studies between Programme Countries,Biology,IT,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,IT,MILANO,UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA,I  MILANO16,FR,Marseille,UNIVERSITE D'AIX MARSEILLE,F  MARSEIL84,1
2038,2014-1-BE01-KA103-000013,2014-2015,2014-09,2015-02,134,Student mobility for studies between Programme Countries,Law,BE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23.0,BE,BRUXELLES,UNIVERSITE LIBRE DE BRUXELLES,B  BRUXEL04,DE,BERLIN,FREIE UNIVERSITAET BERLIN,D  BERLIN01,1
2039,2015-1-DE02-KA102-001803,2015-2016,2015-09,2015-10,15,VET learners traineeships in vocational institutes abroad,"Health, not elsewhere classified",DE,??? - ? Unknown ?,Female,Learner,No,No,No,26.0,DE,Dresden,"BSZ für Wirtschaft ""Prof. Dr. Zeigner""",-,IT,MILANO,Associazione Accademia delle 5T,-,1
2040,2017-1-HU01-KA103-035145,2018-2019,2018-02,2018-06,118,Student mobility for studies between Programme Countries,Sports,HU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,HU,Budapest,TESTNEVELESI EGYETEM,HU BUDAPES42,PT,SANTAREM,INSTITUTO POLITECNICO DE SANTAREM,P  SANTARE01,1
2041,2019-1-DE01-KA103-004446,2019-2020,2019-09,2020-01,121,Student mobility for studies between Programme Countries,"Engineering and engineering trades, not further defined",DE,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,28.0,DE,BERLIN,TECHNISCHE UNIVERSITAT BERLIN,D  BERLIN02,ES,LAS PALMAS DE GRAN CANARIA,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,E  LAS-PAL01,1
2042,2016-1-DE01-KA103-002638,2016-2017,2016-08,2016-10,90,Student mobility for traineeships between Programme Countries,"Agriculture, not further defined",DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,25.0,DE,GEISENHEIM,HOCHSCHULE GEISENHEIM,D  WIESBAD04,FR,Malvies,Domaine La Louviere,-,2
2043,2014-1-LU01-KA103-000006,2014-2015,2014-09,2015-01,129,Student mobility for studies between Programme Countries,Law,LU,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,21.0,LU,LUXEMBOURG-VILLE,UNIVERSITE DU LUXEMBOURG,LUXLUX-VIL01,BE,LOUVAIN LA NEUVE,UNIVERSITE CATHOLIQUE DE LOUVAIN,B  LOUVAIN01,1
2044,2016-1-UK01-KA116-023725,2017-2018,2017-03,2017-06,90,VET learners traineeships in companies abroad,"Social and behavioural sciences, not elsewhere classified",IT,ISCED-4 - Post-secondary non-tertiary education,Female,Learner,No,No,No,27.0,UK,London,DSC Regen Ltd,-,ES,San Antonio,Asociación Ibiza Ecologic,-,1
2045,2015-1-MT01-KA105-003607,2015-2016,2015-09,2016-06,297,European Voluntary Service - Programme Countries,? Unknown ?,UK,??? - ? Unknown ?,Female,Learner,No,No,No,23.0,UK,OAKHAM,CHANGE AGENTS UK CHARITY,-,MT,Ghajn Tuffieha,The Gaia Foundation,-,1
2046,2018-1-DE01-KA103-003896,2019-2020,2019-02,2019-03,60,Student mobility for traineeships between Programme Countries,Medical diagnostic and treatment technology,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,DE,Dresden,TECHNISCHE UNIVERSITAET DRESDEN,D  DRESDEN02,IT,Milano,UNIVERSITA DEGLI STUDI DI MILANO,I  MILANO01,1
2047,2014-2-IT03-KA105-000947,2015-2016,2015-02,2015-02,7,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Female,Learner,No,No,No,16.0,IT,Marsico Nuovo,Associazione culturale U iascungiedd (e),-,IT,Marsico Nuovo,Associazione culturale U iascungiedd (e),-,1
2048,2018-1-ES01-KA103-049416,2018-2019,2018-09,2019-06,266,Student mobility for studies between Programme Countries,Law,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,22.0,ES,SANTIAGO DE COMPOSTELA,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,E  SANTIAG01,SI,MARIBOR,UNIVERZA V MARIBORU,SI MARIBOR01,1
2049,2016-1-DE01-KA103-002429,2016-2017,2016-09,2017-03,179,Student mobility for studies between Programme Countries,Education science,DE,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,24.0,DE,K?ln,UNIVERSITAET ZU KOELN,D  KOLN01,ES,Girona,UNIVERSITAT DE GIRONA,E  GIRONA02,1
2050,2015-1-PL01-KA103-015885,2016-2017,2016-08,2016-09,60,Student mobility for traineeships between Programme Countries,Audio-visual techniques and media production,PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,25.0,PL,BIALYSTOK,POLITECHNIKA BIALOSTOCKA,PL BIALYST01,PT,Viana do Castelo,Blisq Creative,-,1
2051,2018-1-TR01-KA103-050379,2019-2020,2019-02,2019-05,117,Student mobility for studies between Programme Countries,Fine arts,TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,20.0,TR,ISTANBUL,MIMAR SINAN FINE ARTS UNIVERSITY,TR ISTANBU06,ES,LEIOA,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,E  BILBAO01,1
2052,2016-2-RO01-KA105-024869,2017-2018,2017-05,2017-05,12,Youth Exchanges - Programme Countries,? Unknown ?,IT,??? - ? Unknown ?,Male,Learner,No,No,Yes,26.0,IT,poggiardo- Lecce,Jump in associazione culturale,-,RO,FUMUREMI,ASOCIATIA FORUMUL CETATENESC PENTRUACTIUNE SOCIALA SI EDUCATIE CIVICA,-,1
2053,2017-1-FR01-KA103-036645,2018-2019,2018-03,2018-06,119,Student mobility for traineeships between Programme Countries,Chemistry,FR,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,Learner,No,No,No,22.0,FR,NANTES CEDEX 1,UNIVERSITE DE NANTES,F  NANTES01,UK,NOTTINGHAM,THE UNIVERSITY OF NOTTINGHAM,UK NOTTING01,1
2054,2018-1-PL01-KA103-048030,2018-2019,2018-09,2019-06,283,Student mobility for studies between Programme Countries,Chemical engineering and processes,PL,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,21.0,PL,POZNAN,POLITECHNIKA POZNANSKA,PL POZNAN02,BE,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN,B  LEUVEN01,1
2055,2015-1-FR01-KA103-014804,2016-2017,2016-06,2016-08,60,Student mobility for traineeships between Programme Countries,"Motor vehicles, ships and aircraft",FR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,20.0,FR,Levallois-Perret,Ecole Supérieure des Techniques Aéronautiques et de Construction Automobile,F  LEVALLO01,UK,YORK,YORKSHIRE MUSEUM,-,1
2056,2015-1-FR01-KA103-013507,2015-2016,2015-08,2016-05,260,Student mobility for studies between Programme Countries,"Business and administration, not further defined",RU,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Learner,No,No,No,23.0,FR,Grenoble,GRENOBLE ECOLE DE MANAGEMENT,F  GRENOBL21,DE,Wiesbaden,EBS Universität für Wirtschaft und Recht,D  OESTRIC01,1
2057,2016-1-ES01-KA103-022725,2016-2017,2016-09,2017-02,151,Student mobility for studies between Programme Countries,Education science,ES,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Learner,No,No,No,23.0,ES,MADRID,CENTRO DE ENSENANZA UNIVERSITARIA SEK SA,E  MADRID33,CZ,OLOMOUC,UNIVERZITA PALACKEHO V OLOMOUCI,CZ OLOMOUC01,1
2058,2016-1-FR01-KA102-023330,2017-2018,2017-04,2017-04,12,VET learners traineeships in vocational institutes abroad,Personal services,FR,ISCED-3 - Upper secondary education,Female,Learner,No,No,No,19.0,FR,Miramont,MFR de Miramont,-,SE,Stockolm,Eudora International Preschool,-,1
2059,2014-1-DE01-KA103-000253,2015-2016,2015-03,2015-07,138,Student mobility for traineeships between Programme Countries,"Finance, banking and insurance",TR,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Learner,No,No,No,23.0,DE,KOELN,TECHNISCHE HOCHSCHULE KOLN,D  KOLN04,TR,Istanbul,Siemens A.S.,-,1
2060,2016-2-IT03-KA105-008786,2017-2018,2017-03,2017-04,8,Youth Exchanges - Programme Countries,? Unknown ?,LV,??? - ? Unknown ?,Male,Learner,No,No,No,20.0,LT,VILNIUS,LIETUVOS EDUKOLOGIJOS UNIVERSITETAS,LT VILNIUS04,IT,S. Gregorio Magno,"Associazione ""Gruppo Folclorico Gregoriano""",-,1
